John McTiernan,New York,U.S.,NULL
Tony Gilroy,New York,U.S.,NULL
Joel Schumacher,New York,U.S.,NULL
David Twohy,California,U.S.,NULL
James L. Brooks,New York,U.S.,NULL
George Lucas,California,U.S.,NULL
Steven Soderbergh,Georgia,U.S.,NULL
Raja Gosnell,California,U.S.,NULL
Len Wiseman,California,U.S.,NULL
Michael Mann,Illinois,U.S.,NULL
Bo Welch,Pennsylvania,U.S.,NULL
Ron Clements,Iowa,U.S.,NULL
Dominic Sena,Ohio,U.S.,NULL
Adam McKay,Pennsylvania,U.S.,NULL
Quentin Tarantino,Tennessee,U.S.,NULL
Spike Jonze,Maryland,U.S.,NULL
Chris Wedge,New York,U.S.,NULL
Peter Hyams,New York,U.S.,NULL
Ron Underwood,California,U.S.,NULL
Jay Roach,New Mexico,U.S.,NULL
Michael Patrick King,Pennsylvania,U.S.,NULL
Wally Pfister,Illinois,U.S.,NULL
John Lee Hancock,Texas,U.S.,NULL
Ben Stiller,New York,U.S.,NULL
Sydney Pollack,Indiana,U.S.,NULL
Brian De Palma,New Jersey,U.S.,NULL
Alan J. Pakula,New York,U.S.,NULL
Kathryn Bigelow,California,U.S.,NULL
Nancy Meyers,Pennsylvania,U.S.,NULL
Martin Brest,New York,U.S.,NULL
Bob Fosse,Illinois,U.S.,NULL
George A. Romero,New York,U.S.,NULL
Sylvester Stallone,New York,U.S.,NULL
Todd Phillips,New York,U.S.,NULL
Gary Winick,New York,U.S.,NULL
Joe Pytka,Pennsylvania,U.S.,NULL
Jonathan Demme,New York,U.S.,NULL
Terry Gilliam,Minnesota,U.S.,NULL
Kevin Costner,California,U.S.,NULL
Des McAnuff,Illinois,U.S.,NULL
Barry Levinson,Maryland,U.S.,NULL
Don Bluth,Texas,U.S.,NULL
Judd Apatow,New York,U.S.,NULL
Mel Gibson,New York,U.S.,NULL
Betty Thomas,Missouri,U.S.,NULL
Garry Marshall,New York,U.S.,NULL
Cameron Crowe,California,U.S.,NULL
Jonathan Frakes,Pennsylvania,U.S.,NULL
George Clooney,Kentucky,U.S.,NULL
Gregory Hoblit,Texas,U.S.,NULL
Seth MacFarlane,Connecticut,U.S.,NULL
Nora Ephron,New York,U.S.,NULL
Angelina Jolie Pitt,California,U.S.,NULL
Clint Eastwood,California,U.S.,NULL
Will Gluck,New York,U.S.,NULL
Taylor Hackford,California,U.S.,NULL
Michael Lehmann,California,U.S.,NULL
Rob Reiner,New York,U.S.,NULL
Marc Lawrence,New York,U.S.,NULL
Peter Billingsley,New York,U.S.,NULL
Robert Redford,California,U.S.,NULL
Kenny Ortega,California,U.S.,NULL
Brian Robbins,New York,U.S.,NULL
Steven Zaillian,California,U.S.,NULL
Griffin Dunne,New York,U.S.,NULL
Donald Petrie,New York,U.S.,NULL
Joel Coen,Minnesota,U.S.,NULL
Akiva Goldsman,New York,U.S.,NULL
David Koepp,Wisconsin,U.S.,NULL
Akiva Schaffer,California,U.S.,NULL
Karey Kirkpatrick,Louisiana,U.S.,NULL
Steve Antin,New York,U.S.,NULL
Richard Lester,Pennsylvania,U.S.,NULL
Robert Rodriguez,Texas,U.S.,NULL
Curtis Hanson,Nevada,U.S.,NULL
Jay Chandrasekhar,Illinois,U.S.,NULL
George Nolfi,Massachusetts,U.S.,NULL
Spike Lee,Georgia,U.S.,NULL
Brian Helgeland,Rhode Island,U.S.,NULL
Joe Roth,New York,U.S.,NULL
Bennett Miller,New York,U.S.,NULL
Gary Fleder,Virginia,U.S.,NULL
Stephen Gaghan,Kentucky,U.S.,NULL
Howard Deutch,New York,U.S.,NULL
John Landis,Illinois,U.S.,NULL
Andrew Bergman,New York,U.S.,NULL
John Carpenter,New York,U.S.,NULL
Wes Anderson,Texas,U.S.,NULL
Danny DeVito,New Jersey,U.S.,NULL
George Armitage,Connecticut,U.S.,NULL
Warren Beatty,Virginia,U.S.,NULL
Penny Marshall,New York,U.S.,NULL
Joel Zwick,New York,U.S.,NULL
David R. Ellis,California,U.S.,NULL
David Lynch,Montana,U.S.,NULL
Julie Taymor,Massachusetts,U.S.,NULL
Sean Penn,California,U.S.,NULL
Susan Stroman,Delaware,U.S.,NULL
Billy Bob Thornton,Arkansas,U.S.,NULL
Ben Affleck,California,U.S.,NULL
Gus Van Sant,Kentucky,U.S.,NULL
Roger Kumble,New York,U.S.,NULL
Joseph L. Mankiewicz,Pennsylvania,U.S.,NULL
Barbra Streisand,New York,U.S.,NULL
Mark Pellington,Maryland,U.S.,NULL
Catherine Hardwicke,Texas,U.S.,NULL
John Herzfeld,New Jersey,U.S.,NULL
Wes Craven,Ohio,U.S.,NULL
Nick Cassavetes,New York,U.S.,NULL
Peter Hedges,Iowa,U.S.,NULL
Colin Strause,Illinois,U.S.,NULL
Colin Strause,Illinois,U.S.,NULL
Diane Keaton,California,U.S.,NULL
Sofia Coppola,New York,U.S.,NULL
Elaine May,Pennsylvania,U.S.,NULL
Jeff Nathanson,California,U.S.,NULL
Charles S. Dutton,Maryland,U.S.,NULL
Ethan Coen,Minnesota,U.S.,NULL
Charles Martin Smith,California,U.S.,NULL
Irvin Kershner,Pennsylvania,U.S.,NULL
Chris Rock,South Carolina,U.S.,NULL
Gary David Goldberg,New York,U.S.,NULL
Luke Greenfield,New York,U.S.,NULL
Scott Speer,California,U.S.,NULL
Jared Hess,Arizona,U.S.,NULL
Jared Hess,Nebraska,U.S.,NULL
John Gatins,New York,U.S.,NULL
Don Scardino,New York,U.S.,NULL
Tim Robbins,California,U.S.,NULL
Jonathan Levine,New York,U.S.,NULL
Rian Johnson,Maryland,U.S.,NULL
Forest Whitaker,Texas,U.S.,NULL
Woody Allen,New York,U.S.,NULL
Lee Toland Krieger,California,U.S.,NULL
John R. Leonetti,California,U.S.,NULL
Tom Hanks,California,U.S.,NULL
Liz Friedlander,New York,U.S.,NULL
Phil Joanou,California,U.S.,NULL
Martha Coolidge,Connecticut,U.S.,NULL
Tate Taylor,Mississippi,U.S.,NULL
Kevin Hooks,Pennsylvania,U.S.,NULL
Elizabeth Banks,Massachusetts,U.S.,NULL
Edward Norton,Massachusetts,U.S.,NULL
Jeff Wadlow,Virginia,U.S.,NULL
Callie Khouri,Texas,U.S.,NULL
Todd Graff,New York,U.S.,NULL
Philip Kaufman,Illinois,U.S.,NULL
Richard Linklater,Texas,U.S.,NULL
Scott Frank,Florida,U.S.,NULL
Michael Cristofer,New Jersey,U.S.,NULL
Michael Pressman,New York,U.S.,NULL
Tyler Perry,Louisiana,U.S.,NULL
James Bridges,Arkansas,U.S.,NULL
Bill Paxton,Texas,U.S.,NULL
Craig R. Baxley,California,U.S.,NULL
Leonard Nimoy,Massachusetts,U.S.,NULL
Herbert Ross,New York,U.S.,NULL
Bonnie Hunt,Illinois,U.S.,NULL
Neil LaBute,Michigan,U.S.,NULL
Grant Heslov,California,U.S.,NULL
Sidney Lumet,Pennsylvania,U.S.,NULL
Douglas McGrath,New York,U.S.,NULL
Tony Goldwyn,California,U.S.,NULL
Joseph Sargent,New Jersey,U.S.,NULL
Fred Durst,North Carolina,U.S.,NULL
Mel Brooks,New York,U.S.,NULL
Harry Elfont,Pennsylvania,U.S.,NULL
Fred Dekker,California,U.S.,NULL
Blake Edwards,Oklahoma,U.S.,NULL
Trey Parker,Colorado,U.S.,NULL
Penelope Spheeris,Louisiana,U.S.,NULL
Todd Strauss-Schulson,New York,U.S.,NULL
Ed Harris,New Jersey,U.S.,NULL
Shana Feste,California,U.S.,NULL
Michael Moore,Michigan,U.S.,NULL
Bob Clark,Louisiana,U.S.,NULL
Glen Morgan,New York,U.S.,NULL
Todd Haynes,California,U.S.,NULL
Charlie Kaufman,New York,U.S.,NULL
Nancy Walker,Pennsylvania,U.S.,NULL
Matthew Diamond,New York,U.S.,NULL
Emile Ardolino,New York,U.S.,NULL
Robert Altman,Missouri,U.S.,NULL
Bart Freundlich,New York,U.S.,NULL
Hal Needham,Tennessee,U.S.,NULL
Matt Dillon,New York,U.S.,NULL
Nicholas Ray,Wisconsin,U.S.,NULL
Rowdy Herrington,Pennsylvania,U.S.,NULL
Bruce Paltrow,New York,U.S.,NULL
James Ivory,California,U.S.,NULL
Tommy Lee Jones,Texas,U.S.,NULL
Denzel Washington,New York,U.S.,NULL
Peter Atencio,Colorado,U.S.,NULL
Drew Barrymore,California,U.S.,NULL
Albert Brooks,California,U.S.,NULL
Dan Curtis,Connecticut,U.S.,NULL
Wil Shriner,New York,U.S.,NULL
Mark Romanek,Illinois,U.S.,NULL
Dito Montiel,New York,U.S.,NULL
Emilio Estevez,New York,U.S.,NULL
Josh Schwartz,Rhode Island,U.S.,NULL
Julian Schnabel,New York,U.S.,NULL
Todd Field,California,U.S.,NULL
James Fargo,Washington,U.S.,NULL
Ed Decter,New Jersey,U.S.,NULL
Michael Polish,California,U.S.,NULL
Daisy von Scherler Mayer,New York,U.S.,NULL
Bob Saget,Pennsylvania,U.S.,NULL
John Waters,Maryland,U.S.,NULL
Craig Bolotin,Illinois,U.S.,NULL
Paul Mazursky,New York,U.S.,NULL
Abel Ferrara,New York,U.S.,NULL
Tamra Davis,California,U.S.,NULL
Brian Henson,New York,U.S.,NULL
Christopher Guest,New York,U.S.,NULL
John Crowley,Maine,U.S.,NULL
Dustin Hoffman,California,U.S.,NULL
Martin Ritt,New York,U.S.,NULL
John Turturro,New York,U.S.,NULL
Joseph Zito,New York,U.S.,NULL
Robert Ben Garant,Tennessee,U.S.,NULL
Michael Patrick Jann,New York,U.S.,NULL
Jorma Taccone,California,U.S.,NULL
Jason Bateman,New York,U.S.,NULL
David Schwimmer,New York,U.S.,NULL
Allan Arkush,New Jersey,U.S.,NULL
Jay Duplass,Louisiana,U.S.,NULL
Noah Baumbach,New York,U.S.,NULL
Eric Blakeney,New York,U.S.,NULL
Bob Odenkirk,Illinois,U.S.,NULL
Vincent Gallo,New York,U.S.,NULL
Jon Stewart,New York,U.S.,NULL
Bobcat Goldthwait,New York,U.S.,NULL
Mark Rydell,New York,U.S.,NULL
John Sayles,New York,U.S.,NULL
Don Siegel,Illinois,U.S.,NULL
Tom Ford,Texas,U.S.,NULL
Dick Richards,New York,U.S.,NULL
Jackie Earle Haley,California,U.S.,NULL
Alan Alda,New York,U.S.,NULL
King Vidor,Texas,U.S.,NULL
Fred Savage,Illinois,U.S.,NULL
Raymond De Felitta,New York,U.S.,NULL
Zach Braff,New Jersey,U.S.,NULL
John Cameron Mitchell,Texas,U.S.,NULL
Sam Peckinpah,California,U.S.,NULL
Michael Crichton,Illinois,U.S.,NULL
Joey Lauren Adams,Arkansas,U.S.,NULL
Greg Marcks,Massachusetts,U.S.,NULL
Charles Matthau,New York,U.S.,NULL
Joseph Gordon-Levitt,California,U.S.,NULL
James Toback,New York,U.S.,NULL
Patty Jenkins,California,U.S.,NULL
Frank Perry,New York,U.S.,NULL
Ice Cube,California,U.S.,NULL
Richard Glatzer,New York,U.S.,NULL
Harmony Korine,California,U.S.,NULL
Frank Borzage,Utah,U.S.,NULL
Nicholaus Goossen,California,U.S.,NULL
Errol Morris,New York,U.S.,NULL
Dennis Hopper,Kansas,U.S.,NULL
John Huston,Missouri,U.S.,NULL
Todd Solondz,New Jersey,U.S.,NULL
Peter DeLuise,New York,U.S.,NULL
Cecil B. DeMille,Massachusetts,U.S.,NULL
Lisa Cholodenko,California,U.S.,NULL
Dan Ireland,Oregon,U.S.,NULL
Peter H. Hunt,California,U.S.,NULL
Howard Hughes,Texas,U.S.,NULL
Jim Abrahams,Wisconsin,U.S.,NULL
Adam Rapp,Illinois,U.S.,NULL
Clark Gregg,Massachusetts,U.S.,NULL
Damien Chazelle,Rhode Island,U.S.,NULL
John Ford,Maine,U.S.,NULL
Joshua Marston,California,U.S.,NULL
Howard Hawks,Indiana,U.S.,NULL
Darren Stein,California,U.S.,NULL
Michael Landon Jr.,California,U.S.,NULL
Jason Alexander,New Jersey,U.S.,NULL
Monte Hellman,New York,U.S.,NULL
Reed Cowan,Utah,U.S.,NULL
Danny Steinmann,New York,U.S.,NULL
Debra Granik,Massachusetts,U.S.,NULL
Miranda July,Vermont,U.S.,NULL
Bob Giraldi,New Jersey,U.S.,NULL
David Duchovny,New York,U.S.,NULL
Noah Buschel,Pennsylvania,U.S.,NULL
Orson Welles,Wisconsin,U.S.,NULL
Benh Zeitlin,New York,U.S.,NULL
Maggie Greenwald,New York,U.S.,NULL
Vera Farmiga,New Jersey,U.S.,NULL
Lucky McKee,California,U.S.,NULL
Eytan Fox,New York,U.S.,NULL
Adam Goldberg,California,U.S.,NULL
Rebecca Miller,Connecticut,U.S.,NULL
Jeff Garlin,Illinois,U.S.,NULL
Bruce Campbell,Michigan,U.S.,NULL
Adam Carolla,California,U.S.,NULL
Robert Greenwald,New York,U.S.,NULL
Tara Subkoff,Connecticut,U.S.,NULL
Steve Buscemi,New York,U.S.,NULL
Jamie Babbit,Ohio,U.S.,NULL
Kurt Voss,California,U.S.,NULL
Ossie Davis,Georgia,U.S.,NULL
Joel Anderson,Michigan,U.S.,NULL
Douglas Trumbull,California,U.S.,NULL
Russ Meyer,California,U.S.,NULL
Robert Kenner,NY,U.S.,NULL
Greg Berlanti,New York,U.S.,NULL
Ti West,Delaware,U.S.,NULL
Katherine Brooks,Louisiana,U.S.,NULL
David Cross,Georgia,U.S.,NULL
Lori Petty,Tennessee,U.S.,NULL
Michael Taliferro,Texas,U.S.,NULL
Katie Aselton,Maine,U.S.,NULL
Ralph Nelson,New York,U.S.,NULL
Shane Dawson,California,U.S.,NULL
Daniel Myrick,Florida,U.S.,NULL
U. Roberto Romano,New York,U.S.,NULL
Joe Camp,Missouri,U.S.,NULL
Jacob Aaron Estes,California,U.S.,NULL
Lloyd Bacon,California,U.S.,NULL
D.W. Griffith,Kentucky,U.S.,NULL
Harry Beaumont,Kansas,U.S.,NULL
John D. Hancock,Missouri,U.S.,NULL
Paul Bartel,New York,U.S.,NULL
Bill Plympton,Oregon,U.S.,NULL
Corbin Bernsen,California,U.S.,NULL
Lowell Sherman,California,U.S.,NULL
Sherman Alexie,Washington,U.S.,NULL
Jamaa Fanaka,Mississippi,U.S.,NULL
E.L. Katz,New York,U.S.,NULL
Lena Dunham,New York,U.S.,NULL
William Eubank,California,U.S.,NULL
Mark Dindal,Ohio,U.S.[1],NULL
Chuck Bowman,Kansas,U.S.[1],NULL
Alan Poul,Pennsylvania,U.S.[1],NULL
Shane Acker,Illinois,U.S.[1],NULL
Anthony C. Ferrante,California,U.S.[1],NULL
William H. Macy,Florida,U.S.[1][2],NULL
Kevin Lima,Rhode Island,U.S.[3],NULL
Peter Sohn,New York,U.S.A.,NULL
Dwight H. Little,Ohio,U.S.A.,NULL
Brian Klugman,Pennsylvania,U.S.A.,NULL
Scott Foley,Kansas,U.S.A.,NULL
Scott Hicks,(1953-03-04) 4 March 1953 (ageÂ 64),Uganda,UGA
Shimit Amin,Kampala,Uganda,UGA
Kenneth Branagh,Northern Ireland,UK,NULL
Paul Greengrass,England,UK,NULL
Rupert Wyatt,England,UK,NULL
Anthony Minghella,England,UK,NULL
Stuart Baird,England,UK,NULL
Iain Softley,England,UK,NULL
Nicholas Stoller,England,UK,NULL
Stephen Daldry,England,UK,NULL
Peter Yates,England,UK,NULL
Hugh Hudson,England,UK,NULL
John Maybury,England,UK,NULL
Michael Winterbottom,England,UK,NULL
Mary McGuckian,Northern Ireland,UK,NULL
Sam Miller,England,UK,NULL
Antonia Bird,England,UK,NULL
Joby Harold,England,UK,NULL
Peter R. Hunt,England,UK,NULL
Dominic Burns,Derbyshire,UK,NULL
Simon Napier-Bell,England,UK,NULL
Bob Spiers,Scotland,UK[1],NULL
Andrew Morahan,England,UK[2],NULL
EugÃ¨ne LouriÃ©,Charkov,Ukraine,UKR
Vadim Perelman,Soviet Union (now Kiev,Ukraine),NULL
Sergey Bondarchuk,Kherson Governorate,Ukrainian SSR,NULL
David Yates,[1] England,United Kingdom,GBR
Roland JoffÃ©,England,United Kingdom,GBR
Matthew Vaughn,England,United Kingdom,GBR
James Bobin,England,United Kingdom,GBR
Simon Wells,Cambridge,United Kingdom,GBR
Tony Scott,England,United Kingdom,GBR
Edgar Wright,England,United Kingdom,GBR
David Slade,(1969-09-26) 26 September 1969 (ageÂ 47),United Kingdom,GBR
Sam Fell,England,United Kingdom,GBR
Peter Lord,Bristol,United Kingdom,GBR
Peter Webber,1968 (ageÂ 48â€“49),United Kingdom,GBR
Oliver Parker,London,United Kingdom,GBR
Paul Weiland,London,United Kingdom,GBR
Geoffrey Sax,England,United Kingdom,GBR
David Leland,England,United Kingdom,GBR
J Blakeson,England,United Kingdom,GBR
Mike Hodges,England,United Kingdom,GBR
Nick Hurran,England,United Kingdom,GBR
Jonathan Newman,London,United Kingdom,GBR
Brian Trenchard-Smith,England,United Kingdom,GBR
Rowan Joffe,England,United Kingdom,GBR
Jim Field Smith,(1979-02-20) 20 February 1979 (ageÂ 38),United Kingdom,GBR
Michael J. Bassett,Midlands,United Kingdom,GBR
Ronald Neame,England,United Kingdom,GBR
Alex Garland,England,United Kingdom,GBR
Joe Cornish,England,United Kingdom,GBR
John Badham,England,United Kingdom,GBR
Julian Gilbey,Born,United Kingdom,GBR
Stewart Raffill,1949 (ageÂ 68),United Kingdom,GBR
Lynne Ramsay,Scotland,United Kingdom,GBR
Mark Tonderai,London,United Kingdom,GBR
Nick Love,England,United Kingdom,GBR
Dave McKean,England,United Kingdom,GBR
Sarah Gavron,1970 (ageÂ 46),United Kingdom,GBR
Richard Ayoade,England,United Kingdom,GBR
Ben Wheatley,England,United Kingdom,GBR
Stuart Hazeldine,1971 (ageÂ 45),United Kingdom,GBR
Zack Snyder,Wisconsin,United States,USA
Colin Trevorrow,California,United States,USA
John Lasseter,California,United States,USA
Lee Unkrich,Ohio,United States,USA
Lana Wachowski,Illinois,United States,USA
Lana Wachowski,Illinois,United States,USA
Pete Docter,Minnesota,United States,USA
Rob Letterman,Hawaii,United States,USA
Rob Cohen,New York,United States,USA
Tom Shadyac,,United States,USA
Matt Reeves,New York,United States,USA
Jon Turteltaub,New York,United States,USA
Chris Buck,Kansas,United States,USA
Hoyt Yeatman,California,United States,USA
Joe Johnston,Texas,United States,USA
Paul Feig,Michigan,United States,USA
Richard Donner,New York,United States,USA
Breck Eisner,California,United States,USA
Bill Condon,New York,United States,USA
Mark Steven Johnson,Minnesota,United States,USA
James Mangold,New York,United States,USA
Josh Trank,Los Angeles,United States,USA
Frank Coraci,New York,United States,USA
Chuck Russell,Illinois,United States,USA
Stefen Fangmeier,Texas,United States,USA
Brad Silberling,Washington D.C.,United States,USA
David Mamet,Illinois,United States,USA
Ash Brannon,Georgia,United States,USA
Phil Lord,Washington,United States,USA
John Milius,,United States,USA
Neil Burger,Connecticut,United States,USA
Peter Segal,1962 (ageÂ 54â€“55),United States,USA
Scott Derrickson,Colorado,United States,USA
Kelly Asbury,Texas,United States,USA
James Algar,California,United States,USA
John Singleton,California,United States,USA
David Kellogg,1952 (ageÂ 64â€“65),United States,USA
F. Gary Gray,New York,United States,USA
Antoine Fuqua,Pennsylvania,United States,USA
Jerry Zucker,Wisconsin,United States,USA
Andy Tennant,Illinois,United States,USA
Ron Shelton,California,United States,USA
Henry Selick,New Jersey,United States,USA
Clay Kaytis,Born,United States,USA
Paul Tibbitt,Paul Harrison Tibbitt,United States,USA
Clark Johnson,Pennsylvania,United States,USA
Kerry Conran,Michigan,United States,USA
Phil Alden Robinson,New York,United States,USA
Joseph Ruben,New York,United States,USA
Lawrence Kasdan,Florida,United States,USA
Michael Lembeck,New York,United States,USA
David S. Goyer,Michigan,United States,USA
Keenen Ivory Wayans,New York,United States,USA
Jay Russell,Arkansas,United States,USA
Brian Levant,Illinois,United States,USA
David O. Russell,New York,United States,USA
John Pasquin,Texas,United States,USA
Ruben Fleischer,D.C.,United States,USA
Harold Ramis,Illinois,United States,USA
Harold Becker,New York,United States,USA
John Dahl,Montana,United States,USA
Stephen Herek,Texas,United States,USA
Anthony Hemingway,1977 (ageÂ 39â€“40),United States,USA
Sean Anders,Wisconsin,United States,USA
Mark Neveldine,New York,United States,USA
Tom Dey,New Hampshire,United States,USA
Francis Ford Coppola,Michigan,United States,USA
Terrence Malick,Illinois,United States,USA
Steve Oedekerk,California,United States,USA
Rawson Marshall Thurber,California,United States,USA
Carl Franklin,California,United States,USA
Steven Seagal,Michigan,United States,USA
David Gordon Green,Arkansas,United States,USA
Richard LaGravenese,New York,United States,USA
Brad Furman,Born,United States,USA
Melville Shavelson,New York,United States,USA
John A. Davis,1961 (ageÂ 55),United States,USA
Michael Cimino,New York,United States,USA
Burr Steers,D.C.,United States,USA
Reginald Hudlin,Illinois,United States,USA
John G. Avildsen,Illinois,United States,USA
Greg Mottola,New York,United States,USA
Irwin Winkler,New York,United States,USA
Dennie Gordon,Minnesota,United States,USA
Jerry Jameson,1934Â (1934-11-26) (ageÂ 82),United States,USA
Richard Shepard,New York,United States,USA
David Mirkin,Pennsylvania,United States,USA
Lee Daniels,Pennsylvania,United States,USA
Paul Thomas Anderson,California,United States,USA
Ryan Coogler,California,United States,USA
Kevin Smith,New Jersey,United States,USA
Steve Pink,1966 (ageÂ 51),United States,USA
Robert Wise,Indiana,United States,USA
Craig Mazin,New York,United States,USA
George Tillman Jr.,Wisconsin,United States,USA
Chris Gorak,Born,United States,USA
Boaz Yakin,New York,United States,USA
David Wain,Ohio,United States,USA
John Francis Daley,Illinois,United States,USA
Michael Sucsy,1973 (ageÂ 44),United States,USA
Stephen Hillenburg,Oklahoma,United States,USA
Alexander Payne,Nebraska,United States,USA
Paul Michael Glaser,Massachusetts,United States,USA
Kimberly Peirce,Pennsylvania,United States,USA
Stephen J. Anderson,Georgia,United States,USA
Troy Miller,Born,United States,USA
Vincenzo Natali,Michigan,United States,USA
Mike Disa,Michael Disa,United States,USA
Ben Falcone,Illinois,United States,USA
Don Mancini,1963 (ageÂ 54),United States,USA
Nicholas Meyer,New York,United States,USA
Joe Carnahan,Michigan,United States,USA
Bille Woodruff,Colorado,United States,USA
Victor Salva,California,United States,USA
Richard Benjamin,New York,United States,USA
Rachel Talalay,Illinois,United States,USA
Kevin Spacey,New Jersey,United States,USA
Daniel Sackheim,Born,United States,USA
Jeff Tremaine,,United States,USA
Steve McQueen,Indiana,United States,USA
Ava DuVernay,California,United States,USA
Jun Falkenstein,Hawaii,United States,USA
Gregory Nava,California,United States,USA
Joshua Logan,Texas,United States,USA
Andrew Fleming,1963 (ageÂ 53),United States,USA
Henry Joost,1981 (ageÂ 35â€“36),United States,USA
Steve Rash,Born,United States,USA
Mike Binder,Michigan,United States,USA
George Stevens,California,United States,USA
Damon Santostefano,Born,United States,USA
J.C. Chandor,New Jersey,United States,USA
David Anspaugh,1946 (ageÂ 70),United States,USA
Anthony Mann,California,United States,USA
Audrey Wells,California,United States,USA
Jeff Kanew,1944 (ageÂ 72),United States,USA
David Hayter,California,United States,USA
Kasi Lemmons,Missouri,United States,USA
George Cukor,New York,United States,USA
John Fortenberry,Mississippi,United States,USA
Robert Harmon,Born,United States,USA
Steven Shainberg,1963 (ageÂ 54),United States,USA
Joe Nussbaum,Born,United States,USA
Peter Farrelly,Pennsylvania,United States,USA
Nick Gomez,Massachusetts,United States,USA
Michael Dougherty,Ohio,United States,USA
Rob Zombie,Massachusetts,United States,USA
Rick Rosenthal,New York,United States,USA
Gina Prince-Bythewood,1969 (ageÂ 47),United States,USA
Phil Traill,New Jersey,United States,USA
Elizabeth Allen Rosenbaum,NY],United States,USA
David Nutter,1960 (ageÂ 56â€“57),United States,USA
Derek Cianfrance,Colorado,United States,USA
Mark L. Lester,1946 (ageÂ 70),United States,USA
Mike Nawrocki,Ohio,United States,USA
Craig Brewer,1971 (ageÂ 45),United States,USA
Jake Paltrow,California,United States,USA
Gregory Jacobs,New Jersey,United States,USA
Randal Kleiser,Pennsylvania,United States,USA
James Isaac,California,United States,USA
Davis Guggenheim,Missouri,United States,USA
Stephen Carpenter,California,United States,USA
Danny Leiner,Born,United States,USA
Theodore Melfi,New York,United States,USA
Preston A. Whitmore II,Michigan,United States,USA
John Lafia,1957 (ageÂ 59â€“60),United States,USA
Stephen Chbosky,Pennsylvania,United States,USA
Paul Schrader,Michigan,United States,USA
Stewart Hendler,California,United States,USA
Ethan Maniquis,Born,United States,USA
John Erick Dowdle,Minnesota,United States,USA
Wallace Wolodarsky,Born,United States,USA
Nicholas Jarecki,New York,United States,USA
Ira Sachs,Tennessee,United States,USA
Carroll Ballard,California,United States,USA
Alan Rudolph,California,United States,USA
R.J. Cutler,1962 (ageÂ 54â€“55)[1],United States,USA
Tim Blake Nelson,Oklahoma,United States,USA
Floyd Mutrux,1941 (ageÂ 75),United States,USA
James DeMonaco,New York,United States,USA
Marcus Raboy,New York,United States,USA
Michael Schultz,Wisconsin,United States,USA
Morgan Spurlock,West Virginia,United States,USA
Neal Brennan,1973 (ageÂ 43)[1],United States,USA
Scott Kalvert,New York,United States,USA
Dan Fogelman,Born,United States,USA
John Putch,Pennsylvania,United States,USA
Jason Zada,California,United States,USA
Ben Younger,New York,United States,USA
Tamara Jenkins,Pennsylvania,United States,USA
Vondie Curtis-Hall,Michigan,United States,USA
Dan Gilroy,California,United States,USA
Troy Duffy,Connecticut,United States,USA
Keith Gordon,New York,United States,USA
Robert Moresco,Born,United States,USA
Eli Roth,Massachusetts,United States,USA
Ernie Barbarash,Born,United States,USA
Matt Bettinelli-Olpin,California,United States,USA
Bob Gosse,New York,United States,USA
Shari Springer Berman,New York,United States,USA
Shari Springer Berman,New York,United States,USA
Rusty Cundieff,Pennsylvania,United States,USA
Zach Cregger,Virginia,United States,USA
Dan Trachtenberg,Pennsylvania,United States,USA
Robert Duvall,California,United States,USA
Jesse Peretz,Massachusetts,United States,USA
Bruce Malmuth,1934,United States,USA
Morgan J. Freeman,California,United States,USA
John Sturges,Illinois,United States,USA
DJ Pooh,California,United States,USA
Allison Anders,Kentucky,United States,USA
Mike Mills,California,United States,USA
Jim Mickle,Pennsylvania,United States,USA
Edward Burns,New York,United States,USA
Victor Fleming,,United States,USA
George Sidney,New York,United States,USA
Louis C.K.,D.C.,United States,USA
John Gulager,New York,United States,USA
Ted Post,New York,United States,USA
Nnegest LikkÃ©,California,United States,USA
Jill Sprecher,Born,United States,USA
Matthew Bright,1952 (ageÂ 64),United States,USA
Leslye Headland,Connecticut,United States,USA
Bobby Roth,California,United States,USA
Tim Heidecker,Pennsylvania,United States,USA
Deon Taylor,Illinois,United States,USA
Craig Moss,Craig Moss,United States,USA
John Carl Buechler,Illinois,United States,USA
James Ponsoldt,Georgia,United States,USA
Joshua Tickell,Ohio,United States,USA
Jerry Rees,Born,United States,USA
Tay Garnett,Los Angeles,United States,USA
Larry Clark,Oklahoma,United States,USA
Chris Kentis,New York,United States,USA
Robert Rossen,New York,United States,USA
Jim Jarmusch,Ohio,United States,USA
Kevin Tenney,Hawaii,United States,USA
Marielle Heller,California,United States,USA
Lance Mungia,1972 (ageÂ 44â€“45),United States,USA
Mark Illsley,1958 (ageÂ 58),United States,USA
Adrienne Shelly,New York,United States,USA
Henry Bean,Pennsylvania,United States,USA
William Cottrell,North Carolina,United States,USA
Zak Penn,New York,United States,USA
Leslie H. Martinson,Massachusetts,United States,USA
Henry Hathaway,,United States,USA
Rob McKittrick,Florida,United States,USA
Duncan Tucker,Arizona,United States,USA
Gillian Robespierre,New York,United States,USA
Marc Levin,New York,United States,USA
Gia Coppola,California,United States,USA
Joshua Oppenheimer,Texas,United States,USA
Alex Gibney,New York,United States,USA
Frank Whaley,New York,United States,USA
David DeCoteau,Oregon,United States,USA
Maryam Keshavarz,New York,United States,USA
C. Jay Cox,Nevada,United States,USA
David LaChapelle,Connecticut,United States,USA
Mark Sandrich,New York,United States,USA
